de_text,en_grtr,tr_llm,tr_llm_comet_score,tr_llm_chrF_score,tr_llm_glsr,tr_llm_glsr_comet_score,tr_llm_glsr_chrF_score
Thema über das Formular unten einreichen.,Submit your topic using the form below.,Submit the topic using the form below.,0.9525,78.82,Submit your topic using the form below.,0.9743,100.0
Das Team der Hochschulkommunikation bespricht das Thema spätestens in der nächsten Morgenrunde. Die Morgenrunden finden täglich statt.,"The University Communications team will discuss the topic at their next daily morning meeting, if not before.",The university communications team will discuss the topic at the latest in the next morning meeting. The morning meetings take place daily.,0.8506,66.29,The University Communications team will discuss the Topic no later than the next morning meeting. The morning meetings take place every day.,0.8039,64.92
Sie erhalten eine Rückmeldung mit der für Sie zuständigen Ansprechperson des Dezernats.,You will be given feedback and told who in the division is handling your request.,You will receive a response with the department’s contact person who is responsible for you.,0.7878,23.67,You will receive a reply that includes the department’s Contact responsible for you.,0.7672,23.09
"Die Uni Bonn hat eine zentrale Website, www.uni-bonn.de, sowie mehrere hunderte dezentrale Webseiten der Fakultäten, Institute usw.","The University of Bonn has a central website, www.uni-bonn.de, and several hundred local websites and web pages run by its faculties, departments, institutes, etc.","The University of Bonn has a central website, www.uni-bonn.de, as well as several hundred decentralized websites of the faculties, institutes, etc.",0.9009,70.92,"The University of Bonn has a central website, www.uni-bonn.de, as well as several hundred decentralized web-pages for its faculties, institutes, and so on.",0.9008,69.9
"Um eine Webseite zu erstellen, bietet die Uni das Content Management System (CMS) Plone 5 an.",The University provides the Plone 5 content management system (CMS) for creating websites.,"To create a website, the university offers the Content Management System (CMS) Plone 5.",0.8998,50.19,"To create a web-page, the university offers the Content Management System (CMS) Plone 5.",0.8769,46.48
"Feedback, Änderungen und Anmerkung zu Inhalten auf der zentralen Webseite der Universität Bonn (www.uni-bonn.de) können Sie gerne melden.","You are welcome to provide feedback, request amendments and comment on content on the University of Bonn’s central website (www.uni-bonn.de).","Feel free to report feedback, changes, and comments on content on the central website of the University of Bonn (www.uni-bonn.de).",0.8971,62.62,"You are welcome to report feedback, changes, and observations regarding content on the central web-page at the University of Bonn (www.uni-bonn.de).",0.8963,60.56
Das Redaktionsteam kümmert sich um Ihr Anliegen und tritt mit Ihnen dazu in Kontakt.,The editorial team will look into your request and get back to you.,The editorial team will take care of your request and will get in touch with you about it.,0.8458,60.75,The editorial team handles your request and makes contact with you about it.,0.8341,53.26
Bitte umreissen Sie hier ihr Anliegen.,Please provide a brief description of your request.,Please outline your request here.,0.8517,34.5,Please provide a brief description of your request.,0.9681,100.0
Ihr Eintrag wird der Titel des Vorgangs.,The text you enter will be used as the title for your case.,Your entry will be the title of the process.,0.7781,31.87,Your entry will become the Title of the process.,0.7389,25.36
Sollten Sie Inhalte auf dezentralen Webseiten der Universität Bonn ändern wollen (z.B. www.ulb.uni-bonn.de oder www.psychologie.uni-bonn.de) kontaktieren Sie bitte den oder die genannte Ansprechpartner*in im Impressum der jeweiligen Webseite.,"If you would like to make changes to any content on a local University of Bonn website (e.g. www.ulb.uni-bonn.de or www.psychologie.uni-bonn.de), please get in touch with the person listed as a contact in the “Site notice” section of the relevant website.","If you wish to change content on decentralized websites of the University of Bonn (e.g., www.ulb.uni-bonn.de or www.psychologie.uni-bonn.de), please contact the person listed as the contact in the imprint of the respective website.",0.819,63.35,"If you want to modify existing Content on decentralized web-pages at the University of Bonn (e.g., www.usl.uni-bonn.de or www.psychology.uni-bonn.de), please get in touch with the Contact listed in the imprint of the respective web-page.",0.805,54.94
"Das Plone 5 Team bietet regelmäßige Schulungen und Sprechstunden an, die Sie ohne Anmeldung in Anspruch nehmen können.","The Plone 5 team holds regular training sessions and office hours, which you can make use of without having to register.",The Plone 5 team offers regular training sessions and office hours that you can attend without registration.,0.8777,63.22,The Plone 5 team offers regular training sessions and office hours that you can attend without registration.,0.8777,63.22
Gerne auch wenn Sie die ersten Seiten erstellt haben oder vor/nach dem Livegang stehen.,"even if you have the first few pages ready, are just about to go live or have already launched.","Sure, even if you have created the first pages or are before/after the go-live.",0.7015,36.42,We’re happy to help even if you’ve already created the first pages or are before/after the go‑live.,0.7499,38.7
