de,en,frequency
§ 15 Besondere Regelungen,§ 15 Special provisions,1
Anfallende Ausgaben trägt die betreffende Fakultät bzw. das BZL.,Expenses incurred are covered by the respective faculty or the BZL.,1
§ 16 Clearingverfahren und Umgang mit Beschwerdefällen,§ 16 Clearing procedure and handling complaints,1
Die Mitglieder werden vom Rektorat bestellt.,The members are appointed by the Rectorate.,1
Die Leitung der Clearingstelle obliegt der*dem Rektor*in ohne Stimmrecht.,The Rector heads the clearing office but has no voting rights.,1
Eine Mitgliedschaft eines Mitglieds der Akkreditierungskommission in der Clearingstelle ist ausgeschlossen.,Members of the accreditation commission cannot be members of the clearing office.,1
Datenschutz und Schlussbestimmungen,Data protection and final provisions,1
"§ 17 Datenschutz; Art, Umfang und Behandlung der zu erhebenden Daten","§ 17 Data protection; type, scope and treatment of the data collected",1
Kontaktdaten Lehrende:,Contact information for teachers:,1
Kontaktdaten Absolvent*innen:,Contact information for graduates:,1
Kontaktdaten Studierende:,Contact information for students:,1
Kontaktdaten Studierende: sofort nach jeder Befragung.,Contact information for students: immediately after each survey,1
Die Evaluationsverfahren gemäß § 6 werden anonym durchgeführt.,The evaluation procedures according to § 6 are carried out anonymously.,1
Kommentare zur Lehrperson werden den Studierenden in keinem Falle mitgeteilt.,Students are never to be informed about comments made about the teacher.,1
§ 18 Inkrafttreten,§ 18 Entry into force,1
Muster für konsekutive Masterstudiengänge - ohne Lehramt,Template for consecutive master’s degree programs - excluding teaching degrees,1
16.05.2025,"May 16, 2025",1
„Mobile Robotics“,Mobile Robotics,1
§ 2 Kooperation mit der Mathematisch-Naturwissenschaftlichen Fakultät,§ 2 Cooperation with the Faculty of Mathematics and Natural Sciences,1
(2) Das Studium umfasst,(2) The degree program includes,1
3. die Masterarbeit im Umfang von 30 ECTS-LP.,3. 30 ECTS CP for the master’s thesis.,1
1. mindestens 18 ECTS-LP aus Mathematik;,1. At least 18 ECTS CP in mathematics,1
2. mindestens 6 ECTS-LP aus Programmierung;,2. At least 6 ECTS CP in programming,1
"a) Mathematik,",a) Mathematics,1
"b) Programmierung,",b) Programming,1
"c) Ingenieurwissenschaften,",c) Engineering sciences,1
"d) Physik,",d) Physics,1
e) Informatik und,e) Computer science,1
f) Geodäsie,f) Geodesy,1
im Gesamtumfang von mindestens 26 ECTS-LP;,totaling at least 26 ECTS CP,1
"(2) Der Prüfungsausschuss besteht aus neun stimmberechtigten Mitgliedern, davon","(2) The examination board shall consist of nine voting members, including",1
- ein Mitglied aus der Gruppe der akademischen Mitarbeiter*innen;,- one member from the group of academic staff;,1
- zwei Mitglieder aus der Gruppe der Studierenden.,- two members from the group of students.,1
Die stellvertretenden Mitglieder können nicht den Vorsitz des Prüfungsausschusses übernehmen.,The deputy members cannot be the chair of the examination board.,1
"der Entscheidung über Widersprüche nach Satz 2,",Decisions on objections as per sentence 2,1
"Jede Prüfungsleistung, die nicht bestanden ist, darf höchstens zweimal wiederholt werden.",Examinations that have been failed may only be repeated twice.,1
Die Wiederholung hat gemäß § 7 Absatz 2 zu erfolgen.,"Resits shall be conducted in accordance with § 7, paragraph 2.",1
§ 9 Bestehen der Masterprüfung und Skalierung im Wahlpflichtbereich,§ 9 Passing the master’s examination and scaling in elective modules,1
Universitätsprofessor Dr. Heiko Schoof,University Professor Dr. Heiko Schoof,1
Modulplan für den konsekutiven Masterstudiengang „Mobile Robotics“,Module structure for the consecutive master’s degree program Mobile Robotics,1
Die Abkürzungen der Lehrveranstaltungsart/en sind:,The abbreviations for the types of courses are:,1
A. Module des Pflichtbereiches (54 ECTS-LP),A. Compulsory Modules (54 ECTS CP),1
Kürzel,Abbreviation,1
Fach-semester/ Dauer,Program-Related Semester/ Duration,1
Prüfung(en),Examination(s),1
schriftliche und/oder mündliche Studienleistungen,Written and/or oral requirements,1
(G:,(W:,1
"V, Ü, prÜ(A)","L, E, prE(A)",1
"V, prÜ(A)","L, prE(A)",1
"Einübung, Anwendung und Implementierung von Algorithmen des maschinellen Lernens","Practicing, applying and implementing algorithms for machine learning.",1
Pk(A),LC(A),1
B. Module des fachgebundenen und freien Wahlpflichtbereiches (36 ECTS-LP),B. Subject-Specific and Other Elective Modules (36 ECTS CP),1
Module des fachgebundenen Wahlpflichtbereiches (insgesamt mindestens 30 ECTS-LP),Subject-specific elective modules (totaling at least 30 ECTS CP),1
Es bestehen bei der Wahl die folgenden Beschränkungen:,The following limitations apply to choosing elective modules:,1
Es kann höchstens ein Modul des Typs „Lab“ gewählt werden.,A maximum of one module with the type “Lab” may be chosen.,1
Es können höchstens zwei Module des Typs „Seminar“ gewählt werden.,A maximum of two modules with the type “Seminar” may be chosen.,1
"prÜ(A), S(A)","prE(A), S(A)",1
"V, prÜ, Pk(A)","L, prE, LC(A)",1
"Analyse, Konkretisierung und Erarbeitung einer Aufgabe mit der Thematik Cognitive Robotics","Analyzing, specifying and elaborating a task in a cognitive robotics topic.",1
"Analyse, Konkretisierung und Erarbeitung einer Aufgabe mit der Thematik Humanoid Robots","Analyzing, specifying and elaborating a task in a humanoid robots topic.",1
"Analyse, Konkretisierung und Erarbeitung einer Aufgabe mit der Thematik Vision","Analyzing, specifying and elaborating a task in a vision topic.",1
Seminar Mobile Robotics,Mobile Robotics Seminar,1
"V, prÜ","L, prE",1
MA-MORO-E03 oder vergleichbare Kompetenzen,MA-MORO-E03 or comparable competences,1
"Einübung, Anwendung und Implementierung eines vollständigen Robot Operating Systems","Practicing, applying and implementing a complete robot operating system.",1
"Einübung, Anwendung und Implementierung von Explainable Machine Learning","Practicing, applying and implementing explainable machine learning.",1
Module des freien Wahlpflichtbereiches (höchstens 6 ECTS-LP),Other elective modules (totaling a maximum of 6 ECTS CP),1
Modulnummer/ Kürzel,Module Number/ Abbreviation,1
Fachsemester/ Dauer,Program-Related Semester/Duration,1
freies Wahlpflichtmodul,Elective module,1
gemäß gewähltem Modul,Dependent on the module selected,1
"Erwerb von fachübergreifenden sprachlichen, allgemein- oder sozialqualifizierenden Kompetenzen gemäß gewähltem Modul","Acquiring interdisciplinary linguistic, general or social skills dependent on the module selected.",1
bis zu 6 ECTS-LP,Up to 6,1
C. Masterarbeit (30 ECTS-LP),C. Master’s Thesis (30 ECTS CP),1
alle Module des Pflichtbereiches (54 ECTS-LP),All compulsory modules (54 ECTS CP),1
"1. nachweist, dass sie*er an der Universität Bonn",1. show proof that they are enrolled at the University of Bonn,1
die Gesamtnote der Bachelor- bzw. Masterprüfung.,The overall grade of the bachelor’s or master’s examination,1
§ 30 Urkunde,§ 30 Diploma,1
Universitätsprofessor Dr. Heiko Schoof,Professor Dr. Heiko Schoof,1
Prüfungsorganisationsordnung,Examination Organization Regulations,1
Agrarwissenschaften;,Agricultural Sciences;,1
Ernährungs- und Lebensmittelwissenschaften;,Nutrition and Food Sciences; and,1
sowie für die konsekutiven Masterstudiengänge,and the consecutive master’s degree programs,1
Crop Sciences (vormals „Nutzpflanzenwissenschaften“);,Crop Sciences (formerly “Nutzpflanzenwissenschaften”);,1
Ernährungswissenschaften (vormals „Humanernährung“);,Nutrition Sciences (formerly “Human Nutrition”);,1
Geodäsie und Geoinformation;,Geodesy and Geoinformation;,1
Molekulare Lebensmitteltechnologie (vormals „Lebensmitteltechnologie“);,Molecular Food Technology (formerly “Food Technology”);,1
Naturschutz und Landschaftsökologie1);,Nature Conservation and Landscape Ecology1); and,1
Tierwissenschaften,Animal Sciences,1
"an der Agrar-, Ernährungs- und Ingenieurwissenschaftlichen Fakultät.","at the Faculty of Agricultural, Nutritional, and Engineering Sciences.",1
§ 4 Studiengangspezifische Prüfungsordnungen,§ 4 Examination regulations specific to each degree program,1
Abschnitt 3 Anrechnung und Zugang zu Lehrveranstaltungen,Part 3 Recognition and access to courses,1
§ 8 Prüfungsausschuss und Geschäftsstelle,§ 8 Examination board and administrative office,1
"(2) Der Prüfungsausschuss besteht aus vierzehn stimmberechtigten Mitgliedern, davon","(2) The examination board shall consist of fourteen voting members, including",1
drei Mitglieder aus der Gruppe der akademischen Mitarbeiter*innen der Fakultät;,three members from the group of academic staff of the Faculty;,1
drei Mitglieder aus der Gruppe der Studierenden der Fakultät.,three members from the group of students of the Faculty.,1
Die Prüfungsbüros bilden zusammen die Geschäftsstelle.,The examination offices together form the administrative office.,1
(4) Der Prüfling kann die Prüfer*innen für die Bachelor- bzw. Masterarbeit vorschlagen.,(4) Candidates may propose examiners for their bachelor’s or master’s thesis.,1
§ 10 Umfang der Prüfungen,§ 10 Scope of the examinations,1
(2) Die Bachelor- bzw. Masterprüfung besteht aus,(2) The bachelor’s or master’s examination consists of,1
3. der Bachelor- bzw. Masterarbeit.,3. the bachelor’s or master’s thesis.,1
b. als Zweithörer*in gemäß § 52 Absatz 1 HG zugelassen ist;,"b. as a cross-registered student according to § 52, paragraph 1 HG;",1
Die Entscheidung über die Zulassung trifft der Prüfungsausschuss.,The admission decision shall be made by the examination board.,1
§ 25 Absatz 3 bleibt unberührt.,"This shall not affect § 25, paragraph 3.",1
Hausarbeiten;,Term papers,1
Projektarbeiten;,Project reports,1
Berichten;,Reports,1
Laborübungen;,Lab exercises,1
Kolloquien;,Colloquia,1
semesterbegleitenden Aufgaben;,Assignments,1
Portfolios sowie,Portfolios and,1
(Seminar-)Vorträgen.,(Seminar) talks,1
"- Exkursionen: höchstens 15 %,",- Field trips: max. 15%,1
"- praktische und wissenschaftliche Übungen: höchstens 15 %,",- Practical and scientific exercises: max. 15%,1
- (Projekt-)Seminare:,- (Project) seminars:,1
höchstens 15 %,Max. 15%,1
- Kolloquien höchstens 15 %,- Colloquia: max. 15%,1
- Arbeitsgruppen höchstens 15 %.,- Working groups: max. 15%,1
§ 13 Absatz 7 gilt entsprechend.,"§ 13, paragraph 7 applies accordingly.",1
§ 17 Multiple-Choice-Verfahren,§ 17 Multiple-choice model,1
Die Prüfungsaufgaben werden von zwei Prüfer*innen gemeinsam erarbeitet.,The examination questions shall be created jointly by two examiners.,1
"1,0 sehr gut, wenn 90 - 100 %","1.0 excellent, if 90 to 100%",1
"1,3 sehr gut, wenn 80 - < 90 %","1.3 excellent, if 80 to < 90%",1
"2,3 gut, wenn 50 - < 60 % der über die erforderliche","2.3 good, if 50 to < 60% of points above the necessary",1
"2,7 befriedigend, wenn 40 - < 50 % Mindestpunktzahl hinaus möglichen Punkte","2.7 satisfactory, if 40 to < 50% minimum score have been reached.",1
"3,0 befriedigend, wenn 30 - < 40 % erreicht wurden.","3.0 satisfactory, if 30 to < 40%",1
Die übrigen Aufgaben werden nach den für sie maßgeblichen Regelungen bewertet.,All other questions will be graded following the applicable provisions.,1
(8) Im Übrigen gilt § 16 entsprechend.,"(8) Otherwise, § 16 shall apply accordingly.",1
"Die*Der Prüfer*in legt fest, ob die Hausarbeit",The examiner determines whether the term paper is to be submitted,1
- in einer zum elektronischen Abgleich geeigneten digitalen Fassung oder,- in a digital version suitable for electronic evaluation; or,1
"Berichte stützen sich auf die Mitschrift, wissenschaftliche Originalliteratur und eigene Recherche.","Reports are based on notes, original scientific texts and individual research.",1
Die Struktur eines Portfolios ist von der Prüferin*dem Prüfer vorzugeben.,The examiner shall specify the structure of the portfolio.,1
Abschnitt 6 Bachelorarbeit,Part 6 Bachelor’s thesis,1
"§ 21 Anmeldung, Thema und Umfang der Bachelorarbeit","§ 21 Registration, topic and scope of the bachelor’s thesis",1
(2) Die*Der Studierende muss die Bachelorarbeit schriftlich beim Prüfungsausschuss anmelden.,(2) Students must register their bachelor’s thesis with the examination board.,1
Die Ausgabe des Themas der Bachelorarbeit erfolgt über den Prüfungsausschuss.,The examination board shall issue the topic for the bachelor’s thesis.,1
"§ 22 Abgabe, Bewertung und Wiederholung der Bachelorarbeit","§ 22 Submission, evaluation and repetition of the bachelor’s thesis",1
Der Prüfling kann eine eingereichte Bachelorarbeit nicht zurückziehen.,Candidates may not withdraw an already submitted bachelor’s thesis.,1
(3) Die Bachelorarbeit ist von zwei Prüfer*innen zu begutachten und zu bewerten.,(3) Bachelor’s theses shall be evaluated and graded by two examiners.,1
- die wiederholte Bachelorarbeit mit „nicht ausreichend“ bewertet worden ist,- the bachelor’s thesis has been graded “insufficient” in the second attempt,1
- die Wiederholungsmöglichkeit im Pflichtbereich oder,- the repetition option for compulsory modules; or,1
- die Kompensationsmöglichkeit im Wahlpflichtbereich,- the compensation option for elective modules,1
ausgeschöpft hat.,without success.,1
- die wiederholte Masterarbeit mit „nicht ausreichend“ bewertet worden ist,- the master’s thesis has been graded “insufficient” in the second attempt,1
- die Kompensationsmöglichkeit im Wahlpflichtbereich (einschließlich fachgebundener Projekte),- the compensation option for elective modules (including subject-related projects),1
Sodann wird unverzüglich ein zweisprachiges Zeugnis in deutscher und englischer Sprache ausgestellt.,A bilingual certificate shall thereafter be issued in German and English.,1
Das Zeugnis enthält:,The certificate shall include the following information:,1
die dabei erzielten Noten der einzelnen Modulprüfungen;,The grades received for the individual module examinations,1
das Thema und die Note der Bachelor- bzw. Masterarbeit;,The topic and grade of the bachelor’s or master’s thesis,1
Die Bachelor- bzw. Masterurkunde wird durch ein Diploma Supplement (Ergänzungsdokument) ergänzt.,The bachelor’s or master’s diploma shall be augmented by a diploma supplement.,1
die wesentlichen dem Abschluss zugrundeliegenden Studieninhalte;,Essential contents of the program underlying the degree,1
Diese Prüfungsorganisationsordnung tritt am 1. Oktober 2025 in Kraft.,"These Examination Organization Regulations enter into force on October 1, 2025.",1
