de_text,en_grtr,en_tr_llm
Sie helfen - teils mit Unterstützung externer Dienstleister – auch bei der Herstellung eines konkreten Medienproduktes.,"They will also help you to create a tangible media product, bringing in external service providers where necessary.","They also help, partly with the support of external service providers, in producing a specific media product."
Ob klassisch per Pressemitteilung oder per Podcast und Video - das Team der Hochschulkommunikation steht Ihnen bei allen Anliegen rund um das Thema Kommunikation nach innen und nach außen zur Verfügung!,"whether we go down the traditional route of the press release or make a podcast or video. Either way, the University Communications team will be happy to help you with anything to do with internal or external communication.","Whether it's a traditional press release or a podcast and video, the University Communications team is available to assist you with any subject of inquiry concerning the topic of internal and external communication."
Wir möchten Ihnen die Arbeit erleichtern!,We want to make life easier for you.,We want to make life easier for you.
Thema über das Formular unten einreichen.,Submit your topic using the form below.,Submit your topic using the form below.
Das Team der Hochschulkommunikation bespricht das Thema spätestens in der nächsten Morgenrunde. Die Morgenrunden finden täglich statt.,"The University Communications team will discuss the topic at their next daily morning meeting, if not before.",The University Communications team will discuss the Topic no later than the next morning meeting. The morning meetings take place every day.
Sie erhalten eine Rückmeldung mit der für Sie zuständigen Ansprechperson des Dezernats.,You will be given feedback and told who in the division is handling your request.,You will receive a reply that includes the department’s Contact responsible for you.
"Die Uni Bonn hat eine zentrale Website, www.uni-bonn.de, sowie mehrere hunderte dezentrale Webseiten der Fakultäten, Institute usw.","The University of Bonn has a central website, www.uni-bonn.de, and several hundred local websites and web pages run by its faculties, departments, institutes, etc.","The University of Bonn has a central website, www.uni-bonn.de, as well as several hundred decentralized web-pages for its faculties, institutes, and so on."
"Um eine Webseite zu erstellen, bietet die Uni das Content Management System (CMS) Plone 5 an.",The University provides the Plone 5 content management system (CMS) for creating websites.,"To create a web-page, the university offers the Content Management System (CMS) Plone 5."
"Feedback, Änderungen und Anmerkung zu Inhalten auf der zentralen Webseite der Universität Bonn (www.uni-bonn.de) können Sie gerne melden.","You are welcome to provide feedback, request amendments and comment on content on the University of Bonn’s central website (www.uni-bonn.de).","You are welcome to report feedback, changes, and observations regarding content on the central web-page at the University of Bonn (www.uni-bonn.de)."
Das Redaktionsteam kümmert sich um Ihr Anliegen und tritt mit Ihnen dazu in Kontakt.,The editorial team will look into your request and get back to you.,The editorial team handles your request and makes contact with you about it.
Bitte umreissen Sie hier ihr Anliegen.,Please provide a brief description of your request.,Please provide a brief description of your request.
Ihr Eintrag wird der Titel des Vorgangs.,The text you enter will be used as the title for your case.,Your entry will become the Title of the process.
Sollten Sie Inhalte auf dezentralen Webseiten der Universität Bonn ändern wollen (z.B. www.ulb.uni-bonn.de oder www.psychologie.uni-bonn.de) kontaktieren Sie bitte den oder die genannte Ansprechpartner*in im Impressum der jeweiligen Webseite.,"If you would like to make changes to any content on a local University of Bonn website (e.g. www.ulb.uni-bonn.de or www.psychologie.uni-bonn.de), please get in touch with the person listed as a contact in the “Site notice” section of the relevant website.","If you want to modify existing Content on decentralized web-pages at the University of Bonn (e.g., www.usl.uni-bonn.de or www.psychology.uni-bonn.de), please get in touch with the Contact listed in the imprint of the respective web-page."
"Das Plone 5 Team bietet regelmäßige Schulungen und Sprechstunden an, die Sie ohne Anmeldung in Anspruch nehmen können.","The Plone 5 team holds regular training sessions and office hours, which you can make use of without having to register.",The Plone 5 team offers regular training sessions and office hours that you can attend without registration.
Gerne auch wenn Sie die ersten Seiten erstellt haben oder vor/nach dem Livegang stehen.,"even if you have the first few pages ready, are just about to go live or have already launched.",We’re happy to help even if you’ve already created the first pages or are before/after the go‑live.
